Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
18.8,6,115.0,44.0957967997645,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.7,0.7,1035,60,230,103.5,54.59192044412596,103.5,0.0234822034835815,10,2980.277777777778
32.0,6,130.8,360.44997121078006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10796,66,2962,1079.6,977.3255115648806,1079.6,0.0027744054794311,10,955165.1555555556
24.8,6,63.2,44.0841174145919,0.0,0.1,0.0,0.1,0.6,0.0,0.0,6,1,0,0,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,3592,60,1474,359.2,588.2064641301083,359.2,0.0232734203338623,10,345986.8444444444
32.0,6,163.8,75.84197659448277,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,860,66,176,86.0,42.42640687119285,86.0,0.0132376909255981,10,1800.0
30.4,6,76.9,72.64172249201587,0.2,0.1,0.0,0.3,0.9,0.0,0.0,9,1,2,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,845,66,214,84.5,45.74870975715538,84.5,0.0152446031570434,10,2092.9444444444443
29.6,6,79.5,160.13866988397086,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,11389,66,2962,1138.9,918.0518564390092,1138.9,0.0062616825103759,10,842819.211111111
9.6,17,62.6,385.2969437529281,0.1,0.0,0.0,0.0,0.1,0.0,0.0,1,0,1,0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,667,60,86,66.7,9.86632882304479,66.7,0.0025954961776733,10,97.34444444444442
11.2,17,131.2,14.499901992745045,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,1156,60,230,115.6,55.70198480405443,115.6,0.0857744932174682,10,3102.7111111111108
16.8,6,55.4,336.74582911829407,0.1,0.0,0.1,0.2,0.5,0.0,0.0,5,0,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.1,0.3,0.0,0.9,0.9,1173,60,488,117.3,131.21657246281387,117.3,0.0029696941375732,10,17217.788888888885
22.4,6,88.1,61.73904851625059,0.0,0.1,0.0,0.3,0.6,0.0,0.0,6,1,0,0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1379,66,262,137.9,68.6593038123749,137.9,0.0226936101913452,10,4714.099999999999
32.0,6,172.3,172.8939709968095,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1249,66,573,124.9,158.43642258016305,124.9,0.0064319849014282,10,25102.1
32.0,6,130.8,640.1269783129588,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8006,66,1514,800.6,752.6534099806865,800.6,0.0015624046325683,10,566487.1555555555
24.0,6,132.7,48.40244279601361,0.1,0.0,0.0,0.4,0.7,0.0,0.0,7,0,1,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,1375,60,414,137.5,114.2825445989019,137.5,0.0206602096557617,10,13060.5
32.0,6,64.0,295373.5211267606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,5.888938903808594e-06,10,0.0
29.6,6,117.5,83.60716649258075,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,11081,66,2962,1108.1,945.3291549037888,1108.1,0.0142014980316162,10,893647.2111111113
27.2,6,71.5,103.12154872717797,0.2,0.0,0.0,0.4,1.0,0.0,0.0,10,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,882,60,257,88.2,59.934779367056805,88.2,0.0106029987335205,10,3592.177777777778
20.0,6,61.5,102.79375831738275,0.0,0.2,0.0,0.1,0.3,0.0,0.0,3,2,0,0,0.1,0.2,0.2,0.0,0.0,0.1,0.1,0.5,0.3,0.0,0.1,0.1,0.0,0.9,0.9,1039,60,317,103.9,80.06032447820553,103.9,0.0104133129119873,10,6409.655555555556
48.8,6,87.6,14706.535764375876,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9204,94,2858,920.4,1163.94303029735,920.4,7.410049438476563e-05,10,1354763.377777778
29.6,6,64.0,794.7219432707429,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,13685,60,2962,1368.5,820.8552788944522,1368.5,0.0013094902038574,10,673803.3888888889
28.8,6,74.4,62.74905935594869,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,1096,60,176,109.6,50.00933246238479,109.6,0.0159461975097656,10,2500.9333333333334
26.4,6,93.6,112.05877716774202,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,1.0,1.0,8148,60,2962,814.8,1005.813413224452,814.8,0.0091498851776123,10,1011660.622222222
24.8,6,95.4,81.03792122077465,0.1,0.0,0.0,0.5,0.7,0.0,0.0,7,0,1,0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1243,66,230,124.3,56.417195960097125,124.3,0.0123401165008544,10,3182.9
24.8,6,145.5,99.96100992864532,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,776,60,156,77.6,28.48469374555004,77.6,0.010006308555603,10,811.3777777777775
18.4,17,100.5,141.19098112877273,0.1,0.1,0.0,0.0,0.3,0.0,0.0,3,1,1,0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,909,60,230,90.9,50.44347771956692,90.9,0.0071015119552612,10,2544.5444444444447
29.6,6,113.7,366.0174705261229,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1517,66,317,151.7,91.246978641,151.7,0.0027950048446655,10,8326.011111111111
27.2,6,147.5,856.3823835677971,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,726,60,156,72.6,29.45505050072059,72.6,0.0048217058181762,10,867.6000000000001
8.8,17,70.4,70.5555891990822,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,1304,60,357,130.4,115.28438267557704,130.4,0.0145364999771118,10,13290.488888888887
27.2,6,72.0,117.59291241448918,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2343,66,697,234.3,234.5236543388416,234.3,0.0085040092468261,10,55001.34444444445
17.6,17,89.8,89.81590572797218,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,872,60,218,87.2,54.66016221466356,87.2,0.0111339807510375,10,2987.7333333333336
28.8,6,120.1,246.7310215006324,0.0,0.2,0.0,0.3,0.6,0.0,0.0,6,2,0,0,0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.0,0.0,0.0,1.0,1.0,1420,66,348,142.0,113.95418182565987,142.0,0.0042848825454711,10,12985.555555555557
32.0,6,105.3,10683.402954661233,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13224,66,2858,1322.4,1030.0592431721802,1322.4,0.0001016855239868,10,1061022.0444444446
24.8,6,89.3,396.21235594181,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7,1,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,3904,60,1494,390.4,584.8097886397669,390.4,0.0029148817062377,10,342002.4888888888
32.0,6,105.3,12576.623688155922,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11828,66,2858,1182.8,882.9079227190115,1182.8,0.0001006126403808,10,779526.4
21.2,6,96.2,18.2599693338337,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1745,66,345,174.5,117.23883505240252,174.5,0.0547646045684814,10,13744.944444444443
30.4,6,81.1,121.1505288758716,0.0,0.1,0.0,0.1,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,11042,66,2962,1104.2,949.959741837048,1104.2,0.0098098993301391,10,902423.5111111111
7.6,0,36.6,120.46747412894312,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.5,0.0,0.0,0.5,0.5,1474,60,515,147.4,175.83527645055884,147.4,0.0131489038467407,10,30918.044444444447
21.6,6,77.4,504.6689929009746,0.0,0.4,0.6,0.0,0.6,0.0,0.0,6,4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0022212982177734,10,0.0
24.0,6,80.7,254.38216421440788,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,6909,60,1514,690.9,711.3440252242385,690.9,0.004154086112976,10,506010.32222222217
27.2,6,71.2,86.37595322774291,0.1,0.1,0.0,0.4,0.7,0.0,0.0,7,1,1,0,0.3,0.4,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1802,60,497,180.2,162.43480743568068,180.2,0.0119479179382324,10,26385.066666666666
29.2,6,85.3,132.14235305978426,0.0,0.1,0.0,0.4,0.8,0.0,0.0,8,1,0,0,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3352,66,2374,335.2,718.9382294590946,335.2,0.0075850963592529,10,516872.1777777777
32.0,6,81.7,8031.987744159326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20204,66,2858,2020.4,1348.664129178697,2020.4,0.000176191329956,10,1818894.933333333
23.6,6,192.9,265.16019724364645,0.0,0.0,0.1,0.2,0.8,0.0,0.0,8,0,0,1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,4268,60,1514,426.8,583.7742714440232,426.8,0.0049181938171386,10,340792.4000000001
28.8,6,85.4,151.75200439954847,0.1,0.2,0.0,0.2,0.7,0.0,0.0,7,2,1,0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,916,66,188,91.6,45.75830222180694,91.6,0.0066816091537475,10,2093.822222222222
14.4,17,76.3,93.18004394295858,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,952,60,214,95.2,50.89597233573596,95.2,0.010732102394104,10,2590.4
32.0,6,180.9,1142.2085455189128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6452,66,2962,645.2,1012.4501414335864,645.2,0.0009586095809936,10,1025055.288888889
29.6,6,82.6,66.50310055764056,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,21916,66,10202,2191.6,2965.992702470981,2191.6,0.0150478839874267,10,8797112.711111112
29.6,6,180.9,1065.19301097115,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3569,66,1514,356.9,609.858717700711,356.9,0.001023507118225,10,371927.65555555554
27.2,6,168.2,84.16601616978069,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1101,66,230,110.1,66.87376167077787,110.1,0.012586498260498,10,4472.099999999999
29.6,6,64.0,1435.1276260863615,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,16672,60,2962,1667.2,1054.8138119013126,1667.2,0.0007158994674682,10,1112632.177777778
32.0,6,97.4,1212.997859910926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,66,2962,1514.0,965.3333333333334,1514.0,0.0008671998977661,10,931868.4444444444
20.0,6,101.8,68.19241418442483,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,17950,66,12135,1795.0,3748.408462267686,1795.0,0.015293002128601,10,14050566.0
32.0,6,197.9,82.80481472926526,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750,66,156,75.0,28.46049894151541,75.0,0.0120766878128051,10,810.0
32.0,6,64.0,3215.504446488807,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15116,442,2882,1511.6,580.5505433063803,1511.6,0.0003294944763183,10,337038.93333333335
24.0,6,73.1,199.0047636218709,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1831,60,517,183.1,158.7936816543194,183.1,0.0050676107406616,10,25215.43333333333
26.4,6,86.3,46.52547345722218,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.1,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,1600,66,499,160.0,128.9866487492235,160.0,0.0221153974533081,10,16637.555555555555
29.6,6,83.1,768.0468778611976,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,8954,66,1643,895.4,766.3318399289493,895.4,0.0020848035812377,10,587264.4888888889
22.0,6,103.2,67.83156866518637,0.0,0.4,0.1,0.2,0.3,0.0,0.0,3,4,0,1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1149,60,214,114.9,64.24337406387613,114.9,0.0147938013076782,10,4127.211111111112
30.8,6,183.3,493.9007559878477,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12301,66,7306,1230.1,2341.724931659471,1230.1,0.002197790145874,10,5483675.655555555
30.8,6,61.5,264.6198494665716,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8200,66,1514,820.0,732.2381215606482,820.0,0.0070090055465698,10,536172.6666666666
27.2,6,185.2,207.4939769764669,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1192,66,230,119.2,70.47268974574476,119.2,0.0050518035888671,10,4966.399999999999
32.8,6,80.9,151.570487454964,0.2,0.1,0.0,0.3,1.0,0.0,0.0,10,1,2,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7270,66,3322,727.0,1367.9679171026717,727.0,0.0098067998886108,10,1871336.2222222225
29.6,6,80.7,99.504506321186,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3103,66,1350,310.3,463.0905958881048,310.3,0.0113466024398803,10,214452.9
20.0,6,114.1,48.55636888588923,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1080,60,150,108.0,39.08395521893294,108.0,0.0231533050537109,10,1527.5555555555557
22.4,6,77.8,85.29879870413794,0.1,0.1,0.0,0.0,0.6,0.0,0.0,6,1,1,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,816,60,214,81.6,46.84537211816007,81.6,0.0132066965103149,10,2194.488888888889
32.0,6,215.2,630.002403268445,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,770,66,176,77.0,34.785054261852174,77.0,0.0018818140029907,10,1210.0
19.2,6,54.8,169.65258929979896,0.1,0.1,0.0,0.0,0.5,0.0,0.0,5,1,1,0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.2,0.0,1.0,1.0,1320,66,339,132.0,94.4092744973242,132.0,0.0083410024642944,10,8913.111111111111
29.6,6,210.4,214.2979619155644,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,752,60,164,75.2,31.25806562579756,75.2,0.0053859949111938,10,977.0666666666664
24.8,6,116.7,176.39134676849577,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1076,66,317,107.6,78.67542324145592,107.6,0.0063307046890258,10,6189.822222222221
