Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
10.4,1,110.7,25.095426310114867,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4,0.0,1.0,1.0,1185,60,214,118.5,63.50721743760048,118.5,0.0472971200942993,10,4033.1666666666665
18.4,6,122.8,19.173032072503,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1124,60,230,112.4,77.63046366529629,112.4,0.0552743911743164,10,6026.488888888888
20.0,6,64.0,49973.83533897295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0010471343994146e-05,100,0.0
18.0,6,114.9,79.16215741822485,0.0,0.1,0.0,0.1,0.7,0.1,0.0,7,1,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,5771,60,1514,577.1,664.3269693623932,577.1,0.0134197950363159,10,441330.3222222222
20.0,6,255.0,522.3032476588962,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0021013021469116,10,0.0
29.6,6,132.4,52.749052686120606,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6628,66,2884,662.8,977.9698700198624,662.8,0.0189598798751831,10,956425.0666666668
36.28,6,64.0,1149.6629927993663,0.14,0.4,0.0,0.11,1.0,0.0,0.0,100,40,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12385,66,565,123.85,152.08121003083994,123.85,0.0008733987808227,100,23128.69444444445
9.2,17,144.7,23.02252794723536,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.1,0.2,0.0,0.9,0.9,2054,60,634,205.4,163.47014678187847,205.4,0.0535624027252197,10,26722.48888888889
0.0,47,64.0,6259.781505581756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001597499847412,100,0.0
20.0,6,64.0,35602.27484933367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.808809280395508e-05,100,0.0
20.0,6,64.0,19630.740428718524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.094051361083984e-05,100,0.0
8.12,17,64.36,12501.65126676602,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,54442,60,554,544.42,67.43154853163118,544.42,8.067846298217773e-05,100,4547.013737373732
28.4,6,64.0,521.7834394904459,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,706,60,130,70.6,21.06181378704123,70.6,0.0019166946411132,10,443.6
24.12,6,89.45,29.11442207548988,0.03,0.04,0.0,0.39,0.67,0.01,0.01,67,4,3,0,0.05,0.59,0.05,0.0,0.0,0.0,0.0,0.71,0.22,0.0,0.05,0.02,0.0,0.95,0.95,22433,60,2102,224.33,371.6611102995456,224.33,0.0343477797508239,100,138131.98090909095
6.4,17,91.4,38.62225950546096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0,1979,60,373,197.9,130.80303258462067,197.9,0.0258924961090087,10,17109.433333333334
20.6,6,64.0,20644.30772259684,0.0,0.76,0.24,0.0,0.15,0.0,0.0,15,76,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.843950271606445e-05,100,0.0
20.0,6,64.0,47782.00045568467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.092838287353516e-05,100,0.0
20.36,6,71.64,223.0081588272982,0.11,0.08,0.0,0.13,0.93,0.0,0.0,93,8,11,0,0.9,0.02,0.0,0.0,0.0,0.0,0.0,0.93,0.07,0.0,0.0,0.0,0.0,1.0,1.0,15908,60,817,159.08,239.14598390138545,159.08,0.0044892907142639,100,57190.80161616171
19.8,6,63.36,39524.16132679985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,2.531051635742188e-05,100,0.0
35.88,6,63.21,1070.9945943461507,0.02,0.42,0.04,0.2,0.83,0.0,0.0,83,42,2,4,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,32735,60,2962,327.35,670.1032692161266,327.35,0.0009349703788757,100,449038.39141414064
25.6,6,46.8,86.1548826805085,0.2,0.0,0.0,0.3,0.8,0.0,0.0,8,0,2,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,835,60,156,83.5,38.3818533511172,83.5,0.0125371932983398,10,1473.1666666666667
20.44,6,64.0,10164.806242881032,0.0,1.0,0.0,0.0,0.11,0.0,0.0,11,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.837865829467772e-05,100,0.0
4.08,47,64.0,6828.33374033374,0.0,0.06,0.0,0.02,0.04,0.0,0.0,4,6,0,0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,1.0,1.0,54020,66,592,540.2,155.59283824498942,540.2,0.0001464486122131,100,24209.131313131445
0.0,47,63.36,13509.530711501917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58668,60,592,586.68,53.19999999999989,586.68,7.485151290893554e-05,100,2830.2399999999884
21.6,6,99.9,44.91574357260959,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1582,60,657,158.2,187.1047240926262,158.2,0.0223051071166992,10,35008.177777777775
32.0,6,164.2,6258.287078484034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692,66,5858,1369.2,1984.223822500319,1369.2,0.0001605033874511,10,3937144.177777778
21.12,6,64.0,47037.16496579567,0.0,1.0,0.0,0.0,0.28,0.0,0.0,28,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.125978469848633e-05,100,0.0
20.0,6,64.0,28594.92773384237,0.0,0.88,0.12,0.0,0.0,0.0,0.0,0,88,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.497123718261719e-05,100,0.0
0.0,47,64.0,4597.706794115713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0002181601524353,100,0.0
19.2,6,91.8,30.233401667113576,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,984,60,230,98.4,54.581641195145046,98.4,0.0619138002395629,10,2979.155555555555
26.4,6,103.8,30.825760354066333,0.1,0.2,0.0,0.3,0.7,0.0,0.0,7,2,1,0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1024,66,262,102.4,64.9379190714742,102.4,0.037215781211853,10,4216.9333333333325
32.0,6,47.0,10245.002442598923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0001331090927124,10,0.0
20.0,6,64.0,46947.66062234162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1300315856933595e-05,100,0.0
20.0,6,64.0,12282.002928257689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.169174194335937e-05,100,0.0
8.0,17,64.0,7470.618409803363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0001338577270507,100,0.0
20.0,6,64.0,27632.281441465184,0.0,0.86,0.14,0.0,0.0,0.0,0.0,0,86,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.6458969116210935e-05,100,0.0
0.0,47,62.08,4023.969376301172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.97,0.97,57604,60,592,576.04,91.20959545481128,576.04,0.000248520374298,100,8319.19030303033
34.92,6,64.0,843.3762363695224,0.31,0.08,0.0,0.31,1.0,0.0,0.0,100,8,31,0,0.86,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24916,66,1474,249.16,276.16554543398155,249.16,0.0011857199668884,100,76267.40848484854
8.08,17,64.83,3916.506214225019,0.0,0.0,0.0,0.01,0.02,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.96,0.0,0.01,0.01,0.0,0.99,0.99,53608,60,554,536.08,89.04654100326661,536.08,0.000256061553955,100,7929.286464646442
24.8,6,97.7,103.7559709781396,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,8785,60,2962,878.5,1042.0751998882913,878.5,0.0096496105194091,10,1085920.7222222222
11.2,17,108.7,36.53848633259983,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,1769,74,345,176.9,108.2511996341021,176.9,0.0324409008026123,10,11718.322222222225
37.0,6,64.0,339.99168320972984,0.14,0.21,0.0,0.11,0.96,0.0,0.0,96,21,14,0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,13480,66,565,134.8,156.87503873394814,134.8,0.0029412579536437,100,24609.777777777734
28.4,6,135.6,31.69914447232383,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1240,66,214,124.0,58.44845782586759,124.0,0.0355343103408813,10,3416.222222222222
24.8,6,77.7,49.1840657053368,0.2,0.0,0.0,0.1,0.7,0.0,0.0,7,0,2,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,732,60,156,73.2,29.230121450312176,73.2,0.0218002080917358,10,854.4
0.0,47,64.0,7224.83205291625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001391196250915,100,0.0
24.0,6,110.8,20.903791714843905,0.3,0.0,0.0,0.1,0.7,0.0,0.0,7,0,3,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1072,60,230,107.2,70.67421343350377,107.2,0.0478383064270019,10,4994.844444444445
18.8,6,81.2,36.98566622723285,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2348,60,519,234.8,173.03487124469063,234.8,0.0285015106201171,10,29941.066666666666
11.2,17,89.5,76.09308299785742,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,820,60,230,82.0,52.73834784417629,82.0,0.0147684812545776,10,2781.333333333333
0.0,47,63.36,2104.6867786676303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58668,60,592,586.68,53.19999999999996,586.68,0.0004759693145751,100,2830.239999999996
32.0,6,61.9,68.86678510325986,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2780,66,1514,278.0,439.7178388214172,278.0,0.0192353010177612,10,193351.77777777772
25.6,6,92.7,102.72100313479623,0.0,0.1,0.0,0.3,0.7,0.0,0.0,7,1,0,0,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1575,66,359,157.5,108.07430571396492,157.5,0.012417984008789,10,11680.055555555557
18.0,6,64.0,152.0033341185424,0.0,0.0,0.0,0.7,0.9,0.0,0.0,9,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,6816,60,5533,681.6,1710.285499233648,681.6,0.0088690996170043,10,2925076.488888888
18.0,6,73.2,105.90847686165982,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1578,60,415,157.8,109.1938134185673,157.8,0.0098512172698974,10,11923.28888888889
20.12,6,65.72,30599.722769387903,0.0,0.99,0.0,0.0,0.01,0.0,0.0,1,99,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7454,60,1514,74.54,145.39999999999998,74.54,3.268003463745117e-05,100,21141.16
28.8,6,226.0,10070.357743097238,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,13544,98,1494,1354.4,441.45396135950574,1354.4,9.951591491699218e-05,10,194881.6
8.0,17,64.0,10364.751525934713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,9.772062301635742e-05,100,0.0
19.8,6,63.36,23770.495891187304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,4.20689582824707e-05,100,0.0
20.0,6,63.58,37981.56298107399,0.0,0.0,0.0,0.01,0.02,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6063,60,123,60.63,6.300000000000008,60.63,2.632856369018555e-05,100,39.6900000000001
33.12,6,69.51,1386.2305788101226,0.05,0.35,0.16,0.13,0.65,0.0,0.0,65,35,5,16,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,29248,60,2962,292.48,562.0768034079443,292.48,0.0007213807106018,100,315930.3329292929
28.0,6,118.7,75.63259719815422,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7,1,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1157,66,230,115.7,68.8315980410806,115.7,0.0135826110839843,10,4737.788888888889
32.0,6,182.3,368.3349726008149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0027608156204223,10,0.0
20.0,6,64.0,21547.92704854868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.004976272583008e-05,100,0.0
0.0,47,64.0,7589.577301679213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001339888572692,100,0.0
37.44,6,64.0,9684.377741861004,0.26,0.14,0.02,0.12,0.98,0.0,0.0,98,14,26,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12928,60,559,129.28,157.364665601265,129.28,0.0001088094711303,100,24763.63797979795
29.6,6,60.0,379.7537302622048,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4960,66,1494,496.0,688.7031290766727,496.0,0.0026335000991821,10,474312.0
27.2,6,133.9,86.7581208320233,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,4702,66,2113,470.2,727.2433185973208,470.2,0.0116081953048706,10,528882.8444444443
23.24,6,64.0,5702.889308877317,0.0,1.0,0.0,0.0,0.81,0.0,0.0,81,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001753497123718,100,0.0
34.88,6,67.82,2732.5346102478907,0.25,0.0,0.37,0.36,0.98,0.0,0.0,98,0,25,37,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,18100,66,379,181.0,144.57181641319343,181.0,0.0003662109375,100,20901.010101010103
24.0,6,124.0,43.66392251412677,0.0,0.2,0.0,0.2,0.5,0.0,0.0,5,2,0,0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1735,66,357,173.5,130.29816234740653,173.5,0.0243932962417602,10,16977.61111111111
32.2,6,64.54,700.2352312662254,0.04,0.25,0.06,0.17,0.74,0.0,0.0,74,25,4,6,0.91,0.03,0.0,0.0,0.0,0.0,0.0,0.96,0.01,0.0,0.01,0.02,0.0,0.99,0.99,29599,60,2962,295.99,557.0994234207731,295.99,0.0014307594299316,100,310359.7675757577
20.0,6,64.0,21546.82009657865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.641056060791016e-05,100,0.0
19.88,6,65.91,4530.415528024108,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6170,60,230,61.7,16.999999999999996,61.7,0.0002229380607604,100,288.99999999999983
20.0,6,64.0,5573.52964626465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000179419517517,100,0.0
8.0,17,64.0,4269.489713861094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0002358484268188,100,0.0
32.0,6,64.0,1403.2935193549467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0007127046585083,10,0.0
36.72,6,63.37,582.709751275714,0.25,0.39,0.01,0.15,0.98,0.0,0.0,98,39,25,1,0.93,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.01,1.0,1.0,13198,60,565,131.98,160.2039092071492,131.98,0.0017161297798156,100,25665.2925252525
0.0,47,64.0,7672.320187312504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001309990882873,100,0.0
