Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
27.2,6,78.5,115.25504582113956,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1778,66,720,177.8,203.4517687861725,177.8,0.009417700767517,10,41392.62222222222
19.92,6,65.09,20786.519972247,0.0,0.98,0.0,0.0,0.01,0.0,0.0,1,98,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,7454,60,1514,74.54,145.4,74.54,5.01394271850586e-05,100,21141.16
19.8,6,63.36,36204.60940871817,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,2.762079238891601e-05,100,0.0
20.0,6,64.0,24794.89240955309,0.0,0.0,0.31,0.0,0.31,0.0,0.0,31,0,0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.033088684082031e-05,100,0.0
32.0,6,181.6,1053.8452261306534,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004,66,1514,500.4,699.4504509494102,500.4,0.0011332035064697,10,489230.93333333335
20.0,6,64.0,30166.168009205983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.343820571899414e-05,100,0.0
20.0,6,64.0,23458.076062639822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.289865493774414e-05,100,0.0
20.0,6,138.7,75.04744250626692,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.0,0.0,0.0,1.0,1.0,11487,60,5858,1148.7,1898.655550646299,1148.7,0.0133408069610595,10,3604892.9
20.0,6,64.0,34119.450093549174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.930879592895508e-05,100,0.0
19.88,6,65.91,9145.688057390813,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6042,60,102,60.42,4.200000000000001,60.42,0.0001093411445617,100,17.640000000000008
20.0,6,64.0,3060.3518346916885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000326759815216,100,0.0
13.2,17,90.9,40.86868403411128,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1353,60,364,135.3,117.09260342898598,135.3,0.02446870803833,10,13710.67777777778
20.0,6,64.0,45764.36442989635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.2110939025878905e-05,100,0.0
20.0,6,64.0,6753.56895580066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000148069858551,100,0.0
20.0,6,64.0,29551.91996054393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.4189224243164064e-05,100,0.0
19.28,6,63.76,52851.6129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1.0,13992,60,1392,139.92,317.9260977591546,139.92,1.89208984375e-05,100,101077.0036363635
20.0,6,64.0,25349.353318022484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.944873809814453e-05,100,0.0
20.0,6,64.0,80783.9753466872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.2378692626953124e-05,100,0.0
20.0,6,64.0,27173.98121153223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.679990768432617e-05,100,0.0
21.8,6,64.0,15140.251958271669,0.0,1.0,0.0,0.0,0.45,0.0,0.0,45,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.605863571166992e-05,100,0.0
20.0,6,64.0,22104.368906455864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.523992538452149e-05,100,0.0
29.6,6,116.2,52.20510114160821,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,7542,66,2962,754.2,968.5982770076675,754.2,0.0191763162612915,10,938182.6222222224
20.0,6,65.73,11089.001692047375,0.01,0.99,0.0,0.0,0.01,0.0,0.0,1,99,1,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.0179443359375e-05,100,0.0
20.0,6,64.0,51069.085596006335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.9581317901611327e-05,100,0.0
20.0,6,64.0,39107.7296037296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.557039260864257e-05,100,0.0
19.8,6,63.36,48215.93286584665,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,2.0749568939208985e-05,100,0.0
20.0,6,64.0,11469.248017500684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.71896743774414e-05,100,0.0
32.0,6,247.0,2946.4727783631893,0.0,0.0,0.0,0.8,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21168,582,2922,2116.8,891.2454207455992,2116.8,0.0003395080566406,10,794318.4
20.12,6,65.69,32236.59980016909,0.0,0.99,0.0,0.0,0.01,0.0,0.0,1,99,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7454,60,1514,74.54,145.39999999999998,74.54,3.10206413269043e-05,100,21141.16
20.04,6,65.91,15669.097429766884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.381988525390625e-05,100,0.0
20.24,6,64.0,23590.011248593924,0.0,0.98,0.0,0.01,0.02,0.0,0.0,2,98,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6208,60,262,62.08,20.20285008396464,62.08,4.2390823364257815e-05,100,408.1551515151502
20.0,6,64.0,11166.943556975506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.955001831054688e-05,100,0.0
21.2,6,209.3,32.364031151787415,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1073,60,230,107.3,56.77646225916747,107.3,0.0330977916717529,10,3223.5666666666675
20.0,6,64.0,64142.89646734975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.5590190887451172e-05,100,0.0
20.0,6,64.0,59384.17103213932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.6839504241943358e-05,100,0.0
32.8,6,128.4,281.3175492135887,0.0,0.1,0.0,0.3,1.0,0.0,0.0,10,1,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1056,66,317,105.6,80.06414095377946,105.6,0.0035657882690429,10,6410.2666666666655
26.4,6,109.7,451.6074293405114,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,2250,60,1514,225.0,455.31844778011015,225.0,0.0034224987030029,10,207314.88888888888
27.2,6,106.9,53.91011519013699,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7,1,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,974,60,284,97.4,71.39903516310441,97.4,0.0217535018920898,10,5097.822222222221
20.48,6,66.32,13213.735744439544,0.02,0.0,0.0,0.0,0.04,0.0,0.0,4,0,2,0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6024,60,66,60.24,1.181678313401595,60.24,7.570028305053711e-05,100,1.3963636363636378
